0,1
0,2
1,2
1,3
2,3
3,4
4,5
4,6
6,8
6,7
5,8
5,7
8,9
7,8
9,11
9,11
9,10
10,12
10,13
8,14
7,14
7,15
14,15
14,16
15,16
16,18
16,17
17,19
18,21
19,20
20,21
21,24
21,22
21,23
22,25
25,26
26,27
25,28
27,28
28,29
29,30
28,31
31,32
32,33
34,35
34,36
34,37
37,39
35,39
37,38
38,39
38,40
38,41
40,41
40,43
40,42
42,44
42,43
43,45
44,46
22,24
22,23
25,29
8,11
35,37
39,41
39,40
